model_name,time_total_train,time_epoch,time_predict,time_system,explained_variance_error,mean_absolute_error,mean_squared_error,mean_squared_log_error,r2_error,root_mean_squared_error,mean_absolute_percentage_error,symmetric_mean_absolute_percentage_error,explained_variance_error_denor,mean_absolute_error_denor,mean_squared_error_denor,mean_squared_log_error_denor,r2_error_denor,root_mean_squared_error_denor,mean_absolute_percentage_error_denor,symmetric_mean_absolute_percentage_error_denor
"ELM-sliding_2-net_para_{'hidden_size': 12, 'activation': 0}",0.0131,,0.00164151,0.017,0.1244,0.0056,0.0001,0.0001,0.1173,0.0086,41.7264,33.257,0.1244,0.3158,0.2395,0.0409,0.1173,0.4894,37.71,31.1918
"ELM-sliding_5-net_para_{'hidden_size': 12, 'activation': 0}",0.0117,,0.00178432,0.0184,0.1216,0.0056,0.0001,0.0001,0.1142,0.0086,41.7701,33.3004,0.1216,0.3163,0.2403,0.0411,0.1142,0.4902,37.7595,31.232
"ELM-sliding_10-net_para_{'hidden_size': 12, 'activation': 0}",0.0062,,0.00114965,0.0144,0.06,0.006,0.0001,0.0001,0.0485,0.0089,45.778,36.0672,0.06,0.3392,0.2583,0.0467,0.0485,0.5082,41.3125,33.8782
"PSO_ELM-sliding_2-nets_[100, 0, 12, (0.6, 0.4)]-pso_{'epoch': 100, 'pop_size': 50, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",56.5976,0.566,0.001451,56.6022,0.1512,0.0054,0.0001,0.0001,0.141,0.0079,41.267,32.8645,0.1512,0.3077,0.2029,0.0383,0.141,0.4504,37.279,30.8448
"GA_ELM-sliding_2-nets_[100, 0, 12, (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 50, 'pc': 0.95, 'pm': 0.025}",57.4863,0.5749,0.001462,57.4906,0.1143,0.0054,0.0001,0.0001,0.1102,0.0081,40.5347,32.8903,0.1143,0.3087,0.2101,0.0393,0.1102,0.4584,36.666,30.8657
"PSO_ELM-sliding_5-nets_[100, 0, 12, (0.6, 0.4)]-pso_{'epoch': 100, 'pop_size': 50, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",58.4552,0.5846,0.001865,58.461,0.0706,0.0056,0.0001,0.0001,0.0687,0.0083,40.6295,33.7537,0.0706,0.316,0.22,0.0412,0.0687,0.469,36.8767,31.658
"GA_ELM-sliding_5-nets_[100, 0, 12, (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 50, 'pc': 0.95, 'pm': 0.025}",60.2088,0.6021,0.001509,60.2191,0.0498,0.0057,0.0001,0.0001,0.0352,0.0084,43.9152,34.3178,0.0498,0.3253,0.2279,0.0434,0.0352,0.4774,39.5975,32.2471
"PSO_ELM-sliding_10-nets_[100, 0, 12, (0.6, 0.4)]-pso_{'epoch': 100, 'pop_size': 50, 'c_minmax': (1.2, 1.2), 'w_minmax': (0.4, 0.9)}",60.8345,0.6083,0.001714,60.8446,0.0658,0.0057,0.0001,0.0001,0.0556,0.0083,42.7183,34.3614,0.0658,0.3235,0.2232,0.0427,0.0556,0.4725,38.7107,32.2544
"GA_ELM-sliding_10-nets_[100, 0, 12, (0.6, 0.4)]-ga_{'epoch': 100, 'pop_size': 50, 'pc': 0.95, 'pm': 0.025}",62.6595,0.6266,0.00163,62.6779,0.0628,0.0057,0.0001,0.0001,0.0541,0.0083,42.6454,34.3214,0.0628,0.3229,0.2236,0.0425,0.0541,0.4728,38.5957,32.221
"WOA_ELM-sliding_2-nets_[100, 0, 12, (0.6, 0.4)]-whale_{'epoch': 100, 'pop_size': 50}",59.2108,0.5921,0.001395,59.2146,0.1775,0.0051,0.0001,0.0001,0.1767,0.0078,37.028,31.3506,0.1775,0.291,0.1944,0.0358,0.1767,0.441,33.4989,29.389
